35 70 22
35 71 22
34 72 22
36 69 22
34 71 22
33 74 23
42 71 42
42 72 41
38 69 23
36 70 22
52 56 21
37 54 49
48 73 39
45 61 34
43 72 38
48 73 40
51 58 48
38 68 23
47 66 37
45 90 23
38 64 25
37 53 49
48 70 43
58 75 23
42 71 38
41 67 45
35 69 22
50 62 47
49 66 22
47 73 39
39 59 48
45 52 35
38 63 19
53 52 49
40 66 22
46 58 48
43 59 46
52 64 25
37 55 49
52 55 49
44 59 32
42 73 40
41 56 16
52 76 38
55 69 21
40 56 17
51 59 16
45 61 35
45 60 34
50 57 19
39 56 18
47 67 37
49 57 18
32 75 23
50 63 47
43 39 20
52 76 39
52 56 49
35 52 21
43 70 37
52 68 33
49 67 45
50 56 17
49 56 16
36 54 21
39 63 27
45 43 36
40 59 16
38 65 25
39 60 48
42 47 37
45 65 26
45 62 36
58 37 41
39 55 17
52 44 38
38 66 24
50 55 16
45 48 41
41 55 15
46 48 41
46 56 32
47 37 37
45 67 27
43 71 37
49 74 39
57 73 22
46 47 19
45 61 33
45 41 17
43 36 37
46 53 37
35 50 22
44 48 41
52 67 22
49 56 35
38 68 22
51 68 23
43 43 29
39 44 29
35 51 22
47 64 39
50 56 18
46 69 37
49 43 32
45 34 37
45 61 27
41 53 44
43 46 19
49 48 29
46 51 24
44 40 23
44 49 27
49 57 29
48 60 29
43 35 37
39 47 44
54 50 48
52 65 25
31 42 42
40 55 16
45 39 9
45 56 23
45 95 27
49 55 15
36 60 15
42 45 28
46 34 37
45 56 29
38 49 46
60 35 38
39 51 47
42 76 26
43 37 26
49 59 34
47 43 17
51 47 27
48 48 42
47 57 41
45 45 61
47 48 37
40 60 17
41 53 32
48 38 19
45 44 25
41 52 13
56 41 45
46 56 25
42 73 38
47 59 30
44 48 44
44 56 33
45 40 12
39 46 28
41 56 33
47 75 22
50 45 30
44 62 22
39 52 28
43 29 31
63 70 26
40 56 18
38 59 26
53 54 19
46 65 31
39 54 16
48 56 24
54 69 21
42 56 47
45 48 32
50 56 29
45 64 28
46 57 27
43 58 27
37 45 44
45 71 22
54 54 33
45 43 62
46 56 37
40 48 10
43 41 13
47 85 37
40 52 29
43 65 39
36 51 28
45 35 6
44 57 38
35 72 31
43 62 29
42 59 40
50 64 32
36 56 38
46 39 25
48 67 22
50 43 7
52 53 22
50 64 47
47 56 26
51 41 51
52 47 34
42 41 41
51 52 27
37 66 24
43 43 28
45 44 18
40 52 21
47 38 36
43 55 33
41 57 21
40 61 30
43 54 48
47 36 37
43 50 37
54 67 22
45 68 27
44 32 23
45 68 26
44 57 48
51 49 35
45 39 18
45 55 23
47 45 28
40 53 36
51 51 39
40 41 30
46 37 6
56 79 27
44 48 31
46 29 28
47 52 28
46 45 19
45 60 16
42 46 20
47 67 31
46 52 28
41 63 30
45 41 36
41 51 25
45 22 24
42 65 25
67 71 32
39 45 19
44 45 21
51 42 35
51 51 39
47 66 22
48 56 41
45 49 11
45 12 34
47 55 36
46 53 30
41 57 42
42 67 37
30 51 38
44 39 40
52 66 30
45 52 34
49 44 40
62 59 34
61 48 23
47 60 27
41 43 19
48 47 37
39 59 15
46 61 19
48 45 39
51 46 28
51 54 25
43 48 32
45 59 26
38 54 26
44 48 35
45 44 25
40 49 31
46 49 31
44 47 33
45 69 28
49 74 38
46 46 26
49 58 26
35 60 26
44 49 37
56 59 34
45 55 27
48 59 30
44 53 43
25 77 25
50 58 27
39 50 28
48 65 20
49 69 32
47 52 26
45 23 15
43 54 27
47 40 30
43 41 36
43 56 30
42 42 23
62 59 37
46 56 28
45 62 33
48 50 34
52 55 24
48 53 27
45 52 50
40 59 31
49 56 27
51 48 38
43 56 34
50 64 27
39 52 31
52 44 42
79 46 47
48 48 22
48 42 27
47 55 21
41 54 47
47 42 31
40 57 24
44 63 33
38 59 18
49 48 34
46 52 31
56 56 41
43 53 24
54 48 16
43 53 40
41 55 37
51 62 33
45 57 30
41 51 30
42 62 52
47 58 20
41 50 28
38 59 42
41 52 38
42 51 28
41 57 33
67 64 66
41 58 33
37 56 22
37 56 24
46 58 34
38 46 32
50 54 39
46 64 36
60 53 38
37 47 40
52 45 39
39 57 32
54 58 31
45 96 38
37 60 32
40 51 41
46 66 28
48 49 28
48 62 26
49 55 41
39 56 28
45 52 33
49 57 34
43 72 42
52 42 29
46 40 30
51 46 27
34 54 51
40 68 35
44 61 30
47 33 27
55 55 17
44 42 32
45 53 30
49 39 38
51 47 25
33 42 34
63 58 66
48 41 20
31 51 74
47 54 30
52 42 21
40 59 20
44 41 37
54 60 39
61 72 49
62 84 57
52 33 23
51 52 39
48 54 31
51 57 47
48 43 22
74 55 17
66 54 39
41 56 29
47 45 38
44 55 43
65 54 30
44 51 26
40 53 32
55 58 27
44 53 36
49 51 30
47 66 33
44 67 34
45 66 53
53 59 35
58 49 52
41 65 43
42 46 43
53 64 45
52 53 41
57 58 33
49 77 35
43 48 36
39 65 38
38 63 43
32 62 33
61 61 34
35 48 40
43 59 44
52 53 28
52 42 27
49 53 41
37 66 27
55 51 36
43 57 49
49 58 40
40 66 34
42 68 43
54 59 37
38 52 30
45 59 31
48 52 33
48 59 36
45 50 35
42 58 33
36 49 41
50 54 41
38 56 46
46 55 41
30 54 31
44 33 33
24 44 45
31 67 48
48 60 36
37 50 36
41 60 43
55 60 41
48 59 38
48 52 40
50 70 49
40 57 27
40 64 56
42 64 32
49 54 35
49 59 29
40 65 37
45 76 31
39 59 53
51 47 33
46 71 48
40 49 44
42 48 42
38 65 47
30 54 48
46 58 32
52 63 32
42 56 43
51 46 39
55 59 39
47 49 44
39 60 42
54 54 45
51 52 31
44 58 34
43 52 40
42 60 35
47 55 34
39 63 36
42 63 45
40 45 41
41 60 37
43 55 40
44 58 41
39 50 39
41 46 40
48 61 31
45 60 37
54 54 45
46 60 47
48 55 44
44 50 37
48 57 41
41 56 41
43 56 49
40 55 42
44 43 39
37 56 43
40 47 29
37 48 45
59 56 43
44 51 32
45 52 40
43 48 37
45 59 40
43 52 49
42 68 38
50 52 45
50 58 36
40 54 41
46 58 42
38 61 39
42 50 37
44 52 37
43 51 45
48 46 37
47 55 34
47 50 35
49 49 37
42 43 40
42 60 41
44 53 42
42 58 34
47 54 43
57 51 49
43 59 38
48 52 42
52 56 35
40 58 37
35 62 35
45 57 44
47 55 30
41 50 27
48 58 44
39 51 28
51 58 41
51 52 44
46 55 31
42 59 43
58 68 39
37 53 35
44 55 54
46 53 46
47 52 38
39 51 32
53 53 40
38 60 41
36 64 42
42 49 44
38 50 40
47 53 38
39 56 40
44 51 37
36 54 49
44 59 39
44 52 32
43 54 50
47 50 37
50 40 32
48 56 31
47 50 31
46 59 45
44 52 44
46 59 40
46 56 29
46 53 50
42 63 40
38 61 50
43 55 45
50 50 45
44 55 36
46 46 28
49 56 38
53 60 40
37 48 38
48 50 34
48 48 30
44 58 35
45 47 39
37 55 32
37 45 40
45 56 43
43 58 43
38 55 48
40 42 40
40 59 37
51 65 43
38 55 40
47 61 37
46 58 41
31 61 30
46 67 32
44 46 35
39 60 39
46 46 38
45 52 40
38 57 34
42 54 37
38 54 32
42 53 28
46 41 34
52 48 44
31 55 46
44 52 38
42 52 30
49 54 30
54 59 40
48 60 38
44 52 36
46 61 45
38 50 34
39 50 34
48 57 35
46 54 32
55 57 35
54 47 44
43 58 39
50 62 38
53 55 46
48 54 47
44 52 35
49 59 38
47 59 39
48 57 42
48 63 34
49 56 41
45 56 41
45 51 52
54 64 32
55 42 49
48 60 40
52 39 42
42 61 34
39 48 37
39 53 34
44 58 45
42 45 34
51 65 46
44 64 47
43 63 41
45 53 46
51 49 41
42 54 32
43 55 42
43 49 39
46 51 38
44 57 40
46 63 42
43 55 36
32 63 45
37 52 30
49 57 37
50 55 39
42 62 37
44 53 46
44 66 41
42 46 39
51 56 31
45 58 42
41 49 37
52 55 35
55 66 42
47 59 45
36 53 44
48 52 34
47 64 38
41 55 33
48 61 45
52 52 54
37 46 38
43 52 43
58 67 40
35 66 44
42 56 39
43 52 47
50 48 39
53 45 42
37 49 40
42 64 35
52 51 40
43 49 33
44 61 35
43 48 38
42 63 41
45 53 49
39 57 31
49 58 41
45 56 47
39 44 40
44 51 28
54 58 38
44 59 38
46 62 48
48 63 37
38 58 43
48 57 51
46 60 42
46 55 34
40 50 33
33 55 46
46 55 42
40 63 39
51 62 36
45 48 38
42 55 45
42 52 35
53 60 31
47 53 45
37 48 44
45 54 44
40 52 41
34 55 40
45 50 35
41 56 30
55 55 44
49 62 37
50 52 34
57 54 36
37 58 47
47 66 41
47 69 36
36 43 31
48 43 33
40 53 40
48 55 37
50 62 44
48 54 34
41 58 42
54 62 47
44 49 42
40 61 31
44 55 42
47 59 39
40 54 24
45 57 43
45 57 48
48 50 48
41 52 37
44 70 41
55 61 34
37 65 31
40 58 48
50 60 42
43 50 37
40 55 34
42 60 38
34 65 42
49 53 43
37 53 42
47 57 32
56 51 41
44 56 36
43 58 38
49 54 44
51 52 29
40 57 39
43 61 41
40 54 42
44 58 38
51 54 45
61 61 41
49 58 27
47 58 47
44 48 40
45 51 44
43 69 33
46 50 52
52 51 35
51 57 37
44 49 38
43 40 40
43 54 36
45 60 38
59 46 29
38 50 27
45 59 34
46 52 34
43 61 41
43 52 27
